GeneID	geneSymbol	gene	seqnames	start	end	width	strand	L	area	beta	stat	pval	qval	index.start	index.end	index.width	direction	difference	ICU11	ICU12	ICU20	ICU26	NON05	NON12	NON22	NON23	NON25	NON27	NON28
ENSG00000106976	DNM1	dynamin 1	chr9	128192888	128193218	331	*	22	2.832079259	-1.058109437	-8.593467576	0.001000184	0.048665148	649445	649466	22	Hypomethylated	-34	0.404596621	0.267437274	0.308824529	0.077464275	0.092883096	0.128868193	0.214595985	0.141924661	0.147661851	0.138034491	0.11582016
ENSG00000106991	ENG	endoglin	chr9	127825210	127826788	1579	*	21	7.136426843	-1.001308691	-10.16266314	0.000571534	0.048665148	648532	648552	21	Hypomethylated	-32	0.755389809	0.832978068	0.855898176	0.836730221	0.36764003	0.595537152	0.558386085	0.492553272	0.532372663	0.480192059	0.372875551
ENSG00000107404	DVL1	dishevelled segment polarity protein 1	chr1	1344362	1345076	715	*	7	4.220242586	-1.511481949	-9.181381224	0.000816476	0.048665148	3847	3853	7	Hypomethylated	-48	0.96790014	0.862836021	0.999006221	0.946612089	0.111226464	0.538301893	0.291064791	0.290776229	0.335730405	0.537847508	0.093442705
ENSG00000107731	UNC5B	unc-5 netrin receptor B	chr10	71260236	71260461	226	*	6	3.682277954	-1.740847036	-9.146175019	0.000836888	0.048665148	702275	702280	6	Hypomethylated	-55	0.95978387	0.962444878	0.941423833	0.965252953	0.553480899	0.663754137	0.591519407	0.585630538	0.704593619	0.723467731	0.34600505
ENSG00000107863	ARHGAP21	Rho GTPase activating protein 21	chr10	24808238	24808351	114	*	5	3.559703605	-2.321005092	-16.47660253	4.08E-05	0.036728413	686991	686995	5	Hypomethylated	-74	0.977480154	0.901833383	0.978924351	0.966713244	0.699367153	0.709751295	0.757734962	0.785703398	0.703333466	0.822821075	0.725741149
ENSG00000108405	P2RX1	purinergic receptor P2X 1	chr17	3911326	3911706	381	*	14	1.930883342	1.031708408	8.657019946	0.001000184	0.048665148	1078653	1078666	14	Hypermethylated	33	0.088294116	0.061714867	0.136093925	0.198177734	0.424201974	0.297344287	0.341236449	0.388708083	0.365451832	0.069991717	0.611748554
ENSG00000108511	HOXB6	homeobox B6	chr17	48594846	48594995	150	*	6	2.270094251	-1.150081218	-8.695851514	0.001000184	0.048665148	1119442	1119447	6	Hypomethylated	-37	0.817415013	0.837504674	0.814214556	0.824215122	0.189760025	0.474322489	0.489338157	0.412762195	0.533389172	0.470102118	0.347244094
ENSG00000108602	ALDH3A1	aldehyde dehydrogenase 3 family member A1	chr17	19743733	19744359	627	*	13	5.966148552	-1.438202884	-9.564464401	0.000714417	0.048665148	1094724	1094736	13	Hypomethylated	-46	0.791823223	0.887977197	0.771472395	0.85194471	0.151372975	0.589833081	0.57384592	0.547978453	0.5805658	0.60630251	0.29843063
ENSG00000109610	SOD3	superoxide dismutase 3	chr4	24795355	24795444	90	*	6	1.987633981	-1.062932535	-8.753705748	0.001000184	0.048665148	308182	308187	6	Hypomethylated	-34	0.968131796	0.834047566	0.923283216	0.831385298	0.606639375	0.708399822	0.680558002	0.613053038	0.664697997	0.594869232	0.261056259
ENSG00000110237	ARHGEF17	Rho guanine nucleotide exchange factor 17	chr11	73343076	73343103	28	*	6	4.814246709	-2.137132675	-11.14683721	0.000285767	0.048665148	790589	790594	6	Hypomethylated	-68	0.593371183	0.446980835	0.091260863	0.648342665	0.175805157	0.206042715	0.268737146	0.219543466	0.298178228	0.121869002	0.251594774
ENSG00000110934	BIN2	bridging integrator 2	chr12	51324687	51324847	161	*	5	3.494770971	-2.399707174	-8.86796023	0.000979772	0.048665148	834616	834620	5	Hypomethylated	-76	0.524287685	0.841506031	0.538045874	0.676177233	0.365969514	0.258634882	0.713335805	0.628354529	0.562332707	0.525051645	0.752734005
ENSG00000112787	FBRSL1	fibrosin like 1	chr12	132457034	132457296	263	*	17	7.020195429	-1.456059759	-10.65623281	0.000408238	0.048665148	876310	876326	17	Hypomethylated	-46	0.87833628	0.833775705	0.755257465	0.838983722	0.486165304	0.489562238	0.568040905	0.503156336	0.590114947	0.582769975	0.323226848
ENSG00000114349	GNAT1	G protein subunit alpha transducin 1	chr3	50193515	50193587	73	*	5	1.241909955	-1.087656372	-10.03930442	0.000612357	0.048665148	243838	243842	5	Hypomethylated	-35	0.703498191	0.458360841	0.698520723	0.719565967	0.346370214	0.37009375	0.254809127	0.301706573	0.29992323	0.416220636	0.260837116
ENSG00000114554	PLXNA1	plexin A1	chr3	126984482	126986341	1860	*	10	4.01728524	-1.634387942	-9.062882034	0.000898124	0.048665148	262530	262539	10	Hypomethylated	-52	0.969273583	0.891163538	0.90271814	0.83206073	0.337463899	0.394153899	0.423873503	0.397308803	0.394468831	0.582854435	0.174144394
ENSG00000114554.1	PLXNA1.1	plexin A1	chr3	126999323	126999621	299	*	6	3.799116224	-1.529356113	-8.750380786	0.001000184	0.048665148	262554	262559	6	Hypomethylated	-49	0.848592684	0.900637578	0.770599938	0.85749048	0.124993484	0.354115387	0.347320753	0.360836477	0.436371143	0.640551367	0.140805178
ENSG00000114656	CFAP92	cilia and flagella associated protein 92 (putative)	chr3	128993444	128993672	229	*	15	10.1585389	-1.915834876	-11.67388943	0.000265355	0.048665148	264595	264609	15	Hypomethylated	-61	0.845122675	0.929996806	0.686253739	0.823434309	0.071880888	0.178963656	0.179614101	0.146876321	0.140288545	0.298187681	0.100139834
ENSG00000115239	GPR75-ASB3	GPR75-ASB3 readthrough	chr2	53859355	53860097	743	*	52	26.02265916	-1.459550337	-8.476132674	0.001061419	0.048665148	151659	151710	52	Hypomethylated	-46	0.921856152	0.919777059	0.970621989	0.786966872	0.245578082	0.450242604	0.385923837	0.471945948	0.495314893	0.94330193	0.077918543
ENSG00000115884	SDC1	syndecan 1	chr2	20172210	20172420	211	*	7	5.558949761	-2.090900079	-9.562577539	0.000714417	0.048665148	136641	136647	7	Hypomethylated	-67	0.933385697	0.930929865	0.919397536	0.864888042	0.184983017	0.48572601	0.255044927	0.268783675	0.41638764	0.511898907	0.185443454
ENSG00000116016	EPAS1	endothelial PAS domain protein 1	chr2	46335680	46335800	121	*	6	2.259937929	-1.758804562	-8.126293811	0.001265539	0.049321012	149798	149803	6	Hypomethylated	-56	0.952217613	0.665902113	0.638936545	0.767420771	0.367975974	0.312451581	0.305202672	0.267559668	0.18681169	0.557911038	0.085767519
ENSG00000116062	MSH6	mutS homolog 6	chr2	47784523	47785352	830	*	16	1.874152721	-0.971131042	-8.276994601	0.001204303	0.049321012	150833	150848	16	Hypomethylated	-31	0.897164607	0.72907285	0.627490728	0.777477158	0.289535961	0.447262467	0.423489224	0.422742135	0.492498879	0.591342903	0.33982534
ENSG00000116731	PRDM2	PR/SET domain 2	chr1	13798971	13799113	143	*	5	3.337172061	-1.539911335	-8.190448373	0.001245127	0.049321012	25636	25640	5	Hypomethylated	-49	0.986155069	0.974238996	0.88608128	0.957198943	0.538480478	0.756413982	0.56805755	0.548963196	0.59879062	0.479755286	0.503473683
ENSG00000118898	PPL	periplakin	chr16	4935708	4935766	59	*	7	5.384983028	-2.478140739	-10.520491	0.000449062	0.048665148	1017562	1017568	7	Hypomethylated	-79	0.798239346	0.816112321	0.620543425	0.757196667	0.004744875	0.000847709	0.25055684	0.035256351	0.050132467	0.051929416	0.000462199
ENSG00000119403	PHF19	PHD finger protein 19	chr9	120894486	120894903	418	*	34	19.8522889	-1.564926421	-14.062228	8.16E-05	0.036728413	642028	642061	34	Hypomethylated	-50	0.904907043	0.948549525	0.925884777	0.859561634	0.367973925	0.374544776	0.254603305	0.314427769	0.33543824	0.784664674	0.081297166
ENSG00000119681	LTBP2	latent transforming growth factor beta binding protein 2	chr14	74572582	74573961	1380	*	9	4.884338398	-1.641423652	-9.001784461	0.000898124	0.048665148	930992	931000	9	Hypomethylated	-52	0.866855858	0.626555038	0.870697471	0.792618442	0.342727249	0.468754705	0.465621984	0.372403274	0.50607398	0.645651395	0.282103761
ENSG00000119771	KLHL29	kelch like family member 29	chr2	23532841	23534139	1299	*	10	5.851795723	-1.294126998	-9.440218299	0.000755241	0.048665148	137823	137832	10	Hypomethylated	-41	0.887123495	0.871972337	0.899881427	0.905383088	0.234701805	0.536888516	0.405466195	0.419437639	0.466721983	0.574942923	0.261726989
ENSG00000119771.1	KLHL29.1	kelch like family member 29	chr2	23616817	23617180	364	*	13	8.215754785	-1.36840629	-8.324196132	0.001122655	0.048939664	137896	137908	13	Hypomethylated	-44	0.869045815	0.819238403	0.804764705	0.725478958	0.442345788	0.647262962	0.558438499	0.516369207	0.562350316	0.630262553	0.278977979
ENSG00000119771.2	KLHL29.2	kelch like family member 29	chr2	23685156	23685705	550	*	11	6.219428005	-1.567868445	-11.28680357	0.000265355	0.048665148	137975	137985	11	Hypomethylated	-50	0.810929432	0.910910655	0.874142024	0.876470901	0.415279692	0.412626901	0.496828218	0.567591705	0.498962755	0.741672516	0.279889989
ENSG00000119772	DNMT3A	DNA methyltransferase 3 alpha	chr2	25305899	25305971	73	*	5	2.470453197	-1.591049001	-9.018147716	0.000898124	0.048665148	139541	139545	5	Hypomethylated	-51	0.961315118	0.91761477	0.888388306	0.958508045	0.53301491	0.8583825	0.703206192	0.740899938	0.729908182	0.830523368	0.44304868
ENSG00000120705	ETF1	eukaryotic translation termination factor 1	chr5	138502472	138502844	373	*	6	4.600283097	-1.907864737	-8.024677932	0.001347186	0.049535451	384338	384343	6	Hypomethylated	-61	0.998603642	0.992933763	0.000760907	0.99518022	0.077845275	0.623548546	0.079265553	0.219700723	0.355975756	0.739962977	0.133741397
ENSG00000121742	GJB6	gap junction protein beta 6	chr13	20301431	20301950	520	*	44	11.74376816	0.84743485	8.300859314	0.001163479	0.049321012	879343	879386	44	Hypermethylated	27	0.245522121	0.106841605	0.367640673	0.239251177	0.502135521	0.398429156	0.553173407	0.376685506	0.485070022	0.140852928	0.563065645
ENSG00000121898	CPXM2	"carboxypeptidase X, M14 family member 2"	chr10	123868390	123868488	99	*	5	3.241007469	-1.470366802	-9.289990825	0.000796065	0.048665148	729365	729369	5	Hypomethylated	-47	0.951945827	0.934515167	0.891233057	0.936572848	0.141357773	0.465902538	0.36128951	0.386552679	0.414229942	0.420140447	0.199584291
ENSG00000122512	PMS2	"PMS1 homolog 2, mismatch repair system component"	chr7	5995332	5996382	1051	*	8	5.681656318	-1.912624838	-8.798068426	0.001000184	0.048665148	488186	488193	8	Hypomethylated	-61	0.04818173	0.508771523	0.894939122	0.923605476	0.190090024	0.179193452	0.346456296	0.234037309	0.243916964	0.526497759	0.192384381
ENSG00000122863	CHST3	carbohydrate sulfotransferase 3	chr10	71998275	71999497	1223	*	8	5.175917428	-1.975649035	-8.396714011	0.001081831	0.048665148	702923	702930	8	Hypomethylated	-63	0.972593928	0.951198918	0.950530854	0.951859194	0.513995263	0.808925417	0.771403854	0.715487058	0.772509122	0.781599859	0.503504725
ENSG00000123352	SPATS2	spermatogenesis associated serine rich 2	chr12	49503573	49503799	227	*	5	3.319590247	-2.196287283	-9.261569648	0.000816476	0.048665148	832890	832894	5	Hypomethylated	-70	0.979449956	0.965928991	0.901593975	0.993900839	0.312893609	0.177921326	0.344581617	0.435578083	0.636927698	0.676956269	0.406940191
ENSG00000123384	LRP1	LDL receptor related protein 1	chr12	57171382	57171717	336	*	6	3.513504098	-1.533170829	-9.472638989	0.000755241	0.048665148	841263	841268	6	Hypomethylated	-49	0.984524661	0.878105977	0.863624795	0.924549813	0.479890124	0.52948965	0.45566124	0.366740421	0.471639575	0.390431739	0.325034655
ENSG00000123411	IKZF4	IKAROS family zinc finger 4	chr12	56015217	56015490	274	*	9	4.811506864	-1.279624436	-8.481684997	0.001061419	0.048665148	839917	839925	9	Hypomethylated	-41	0.989547992	0.979528384	0.849965659	0.842031675	0.150905815	0.432014347	0.272523567	0.243031779	0.321270989	0.641230109	0.186832343
ENSG00000124207	CSE1L	chromosome segregation 1 like	chr20	49047669	49047745	77	*	5	2.042690786	-1.437754978	-8.949757462	0.000938948	0.048665148	1318459	1318463	5	Hypomethylated	-46	0.765866737	0.738811943	0.64429771	0.786107627	0.647584315	0.891145429	0.767449885	0.714066917	0.729377896	0.559708773	0.563944552
ENSG00000124225	PMEPA1	"prostate transmembrane protein, androgen induced 1"	chr20	57698675	57698735	61	*	5	2.357782773	-1.741345096	-10.3926883	0.000489886	0.048665148	1323835	1323839	5	Hypomethylated	-55	0.994460408	0.986059227	0.542183016	0.872539488	0.984257105	0.207077813	0.592394061	0.604815453	0.693334677	0.701792973	0.76578279
ENSG00000124942	AHNAK	AHNAK nucleoprotein	chr11	62537474	62538290	817	*	8	5.023602765	-1.797592105	-10.4523546	0.000449062	0.048665148	771820	771827	8	Hypomethylated	-57	0.944464609	0.977588232	0.961513812	0.895312019	0.290131133	0.705430127	0.478137664	0.478438509	0.385923669	0.735585921	0.24058233
ENSG00000124942.1	AHNAK.1	AHNAK nucleoprotein	chr11	62543704	62544347	644	*	17	10.97035016	-1.506871136	-10.05474371	0.000612357	0.048665148	771836	771852	17	Hypomethylated	-48	0.876655547	0.918118168	0.726307774	0.839576199	0.090166421	0.495865995	0.204070296	0.152618332	0.312606875	0.475212756	0.043472415
ENSG00000125817	CENPB	centromere protein B	chr20	3785526	3785595	70	*	5	1.949813597	-1.191181924	-8.61649663	0.001000184	0.048665148	1295164	1295168	5	Hypomethylated	-38	0.277197791	0.492024246	0.32803558	0.264543024	0.08969794	0.143790285	0.216569424	0.236522436	0.260800546	0.064940201	0.128734724
ENSG00000126522	ASL	argininosuccinate lyase	chr7	66089146	66089339	194	*	8	3.533584832	-1.285269311	-9.877967904	0.000653181	0.048665148	508122	508129	8	Hypomethylated	-41	0.897915742	0.875155116	0.895097298	0.826423155	0.502436555	0.657698931	0.527415045	0.534642208	0.525084066	0.535349893	0.387606098
ENSG00000126934	MAP2K2	mitogen-activated protein kinase kinase 2	chr19	4095208	4095502	295	*	6	3.623023051	-1.990920657	-9.035690242	0.000898124	0.048665148	1210409	1210414	6	Hypomethylated	-63	0.99271942	0.972597317	0.990172936	0.974330461	0.196122371	0.609563556	0.652970878	0.671296888	0.625092958	0.641982222	0.41195365
ENSG00000127481	UBR4	ubiquitin protein ligase E3 component n-recognin 4	chr1	19077269	19077413	145	*	6	2.895295502	-1.23457779	-8.266858428	0.001204303	0.049321012	31090	31095	6	Hypomethylated	-39	0.904009596	0.917605793	0.922849915	0.858283066	0.528573265	0.740106293	0.561705788	0.62897282	0.648133784	0.774085953	0.347911772
ENSG00000127527	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1	chr19	16363188	16363460	273	*	9	5.974903713	-2.10685671	-9.910140561	0.000653181	0.048665148	1234792	1234800	9	Hypomethylated	-67	0.721382586	0.744987989	0.646322792	0.746544666	0.296610578	0.403233887	0.380042437	0.345638181	0.454661601	0.517048162	0.147117222
ENSG00000127588	GNG13	G protein subunit gamma 13	chr16	825257	826250	994	*	21	9.466133289	-1.186554633	-9.703707465	0.000653181	0.048665148	1003200	1003220	21	Hypomethylated	-38	0.921906594	0.903308348	0.903775518	0.922673312	0.44786195	0.618041893	0.489959351	0.481899863	0.554137557	0.774254459	0.38159042
ENSG00000127603	MACF1	microtubule actin crosslinking factor 1	chr1	39073956	39074674	719	*	9	5.744138131	-2.380151864	-10.90910566	0.000347003	0.048665148	51562	51570	9	Hypomethylated	-76	0.998978721	0.999995516	0.999985636	0.930823812	0.580241106	0.278580596	0.515956705	0.307423489	0.271984389	0.604664223	0.200067306
ENSG00000127663	KDM4B	lysine demethylase 4B	chr19	5041688	5042007	320	*	5	3.126070891	-2.210050611	-8.716744693	0.001000184	0.048665148	1213103	1213107	5	Hypomethylated	-70	0.764532357	0.710532987	0.594787935	0.778019788	0.050011868	0.505415694	0.291669717	0.229844847	0.270572978	0.690541983	0.106278041
ENSG00000128011	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	chr19	39306901	39308434	1534	*	69	33.70449164	-1.08647172	-8.431580449	0.001061419	0.048665148	1257433	1257501	69	Hypomethylated	-35	0.73676329	0.895223789	0.62365868	0.898892348	0.161880198	0.453589956	0.359937697	0.356824501	0.378661874	0.464472848	0.064524834
ENSG00000128805	ARHGAP22	Rho GTPase activating protein 22	chr10	48465530	48466847	1318	*	34	18.39805362	-1.568221074	-8.272706966	0.001204303	0.049321012	695775	695808	34	Hypomethylated	-50	0.680792163	0.710943472	0.668916292	0.800065191	0.294756727	0.454248471	0.307908015	0.443331243	0.439565304	0.296602105	0.176947537
ENSG00000129353	SLC44A2	solute carrier family 44 member 2	chr19	10616353	10619287	2935	*	17	9.305625751	-1.73921051	-10.81354322	0.000347003	0.048665148	1223693	1223709	17	Hypomethylated	-55	0.951985207	0.97535814	0.841353829	0.916518666	0.220766727	0.454068722	0.351491995	0.406979275	0.461612451	0.611168057	0.197329517
ENSG00000130304	SLC27A1	solute carrier family 27 member 1	chr19	17468635	17468783	149	*	7	3.612308356	-1.416861394	-8.881968562	0.000979772	0.048665148	1236986	1236992	7	Hypomethylated	-45	0.596328942	0.629703161	0.207996371	0.497405851	0.128545955	0.294274395	0.245407766	0.265555397	0.224850287	0.112068109	0.085590118
ENSG00000130382	MLLT1	MLLT1 super elongation complex subunit	chr19	6223320	6223400	81	*	6	2.283820174	-1.180923899	-12.61913653	0.00010206	0.036728413	1215482	1215487	6	Hypomethylated	-38	0.960262972	0.970665265	0.901232418	0.948094313	0.814350551	0.800120324	0.736897878	0.812773454	0.82765	0.752436571	0.716130794
ENSG00000130382.1	MLLT1.1	MLLT1 super elongation complex subunit	chr19	6270347	6271988	1642	*	11	8.286831946	-1.617935803	-9.705169885	0.000653181	0.048665148	1215585	1215595	11	Hypomethylated	-52	0.934432367	0.793286276	0.910466012	0.785733163	0.164952087	0.308106096	0.291149683	0.271136198	0.361205182	0.401817716	0.165389653
ENSG00000130940	CASZ1	castor zinc finger 1	chr1	10761769	10762057	289	*	6	3.848136257	-2.352745677	-8.241315727	0.001224715	0.049321012	22371	22376	6	Hypomethylated	-75	0.85765854	0.856430864	0.880152772	0.869605946	0.4468603	0.561516833	0.569210122	0.500141549	0.611530743	0.581643233	0.380233283
ENSG00000130940.1	CASZ1.1	castor zinc finger 1	chr1	10773499	10775474	1976	*	19	11.76293399	-1.332270677	-8.352235167	0.001122655	0.048939664	22391	22409	19	Hypomethylated	-42	0.91574229	0.93124061	0.689553083	0.899693023	0.216902595	0.370464795	0.30889698	0.309040526	0.456535251	0.562305667	0.111511325
ENSG00000131196	NFATC1	nuclear factor of activated T cells 1	chr18	79526196	79526276	81	*	6	3.746133735	-1.559296856	-9.014506127	0.000898124	0.048665148	1186920	1186925	6	Hypomethylated	-50	0.422986361	0.482050399	0.498436012	0.335450275	0.179499844	0.188754297	0.358571275	0.332838117	0.346249152	0.207733061	0.083600887
ENSG00000131378	RFTN1	"raftlin, lipid raft linker 1"	chr3	16377820	16378013	194	*	9	3.826959852	-1.249523445	-9.482394087	0.000755241	0.048665148	230266	230274	9	Hypomethylated	-40	0.987546893	0.966541423	0.958762653	0.947072651	0.343414216	0.77028593	0.560275125	0.662829116	0.68285656	0.744088092	0.577409552
ENSG00000131389	SLC6A6	solute carrier family 6 member 6	chr3	14401666	14401986	321	*	5	2.04259222	-2.151735151	-11.20793011	0.000285767	0.048665148	229314	229318	5	Hypomethylated	-68	0.156230508	0.262731973	0.158816908	0.243049824	0.185600528	0.103774022	0.146006628	0.097594131	0.150257391	0.048936783	0.121117886
ENSG00000131634	TMEM204	transmembrane protein 204	chr16	1531224	1532308	1085	*	10	4.341116509	-1.209548165	-8.062945492	0.001306362	0.049535451	1007251	1007260	10	Hypomethylated	-39	0.609517629	0.625637334	0.657506328	0.576566105	0.25352205	0.499541202	0.328050794	0.417358675	0.33663043	0.385384669	0.4485789
ENSG00000132003	ZSWIM4	zinc finger SWIM-type containing 4	chr19	13818226	13818306	81	*	6	4.656335295	-2.355144456	-11.26000105	0.000265355	0.048665148	1230322	1230327	6	Hypomethylated	-75	0.858067399	0.751303776	0.912312128	0.872205071	0.667343253	0.606314253	0.814372023	0.57698063	0.608392486	0.468711539	0.428399537
ENSG00000132388	UBE2G1	ubiquitin conjugating enzyme E2 G1	chr17	4315968	4316219	252	*	5	2.876384404	-2.240693249	-9.542485975	0.000734829	0.048665148	1079183	1079187	5	Hypomethylated	-71	0.911690216	0.967489179	0.997453059	0.930415359	0.504922844	0.626960524	0.540756138	0.512079507	0.756708743	0.667799411	0.260553922
ENSG00000132669	RIN2	Ras and Rab interactor 2	chr20	19975612	19977491	1880	*	18	10.28624209	-1.577029068	-9.351234771	0.000796065	0.048665148	1299830	1299847	18	Hypomethylated	-50	0.81850358	0.839944442	0.769008653	0.782844439	0.214180391	0.597004326	0.370076211	0.332074446	0.388040351	0.475535742	0.155901899
ENSG00000133612	AGAP3	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"	chr7	151116876	151116934	59	*	6	4.763566488	-1.976007414	-9.167812096	0.000816476	0.048665148	542720	542725	6	Hypomethylated	-63	0.987418391	0.999631794	0.976959095	0.993639474	0.308117341	0.220899318	0.1518018	0.406109407	0.187958923	0.425444194	0.151971894
ENSG00000134107	BHLHE40	basic helix-loop-helix family member e40	chr3	4982904	4983299	396	*	7	5.24383234	-2.286167157	-8.646498771	0.001000184	0.048665148	224565	224571	7	Hypomethylated	-73	0.987353355	0.97907075	0.919355656	0.955045862	0.255315052	0.087274028	0.289823658	0.237286546	0.448803385	0.738917282	0.138435917
ENSG00000134369	NAV1	neuron navigator 1	chr1	201648924	201650616	1693	*	56	26.24113891	-1.153228591	-9.590337258	0.000694005	0.048665148	103561	103616	56	Hypomethylated	-37	0.651940882	0.736835351	0.507146709	0.446010071	0.040005501	0.268060869	0.152403	0.059848496	0.141176725	0.205042796	0.052884949
ENSG00000134460	IL2RA	interleukin 2 receptor subunit alpha	chr10	6036859	6036998	140	*	5	1.679959724	-1.372920802	-8.260241996	0.001204303	0.049321012	677987	677991	5	Hypomethylated	-44	0.958418615	0.992925578	0.919514753	0.766117123	0.419155377	0.448582222	0.536161563	0.603144972	0.668047853	0.512567269	0.324149782
ENSG00000135439	AGAP2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"	chr12	57736144	57738105	1962	*	52	28.64578803	-1.43440682	-11.39049161	0.000265355	0.048665148	842342	842393	52	Hypomethylated	-46	0.936472292	0.85410917	0.779014372	0.864482235	0.300684228	0.486129267	0.288828723	0.418638252	0.395302676	0.560270955	0.170169688
ENSG00000135540	NHSL1	NHS like 1	chr6	138682776	138682957	182	*	9	4.814501528	-1.273175712	-8.438036471	0.001061419	0.048665148	458361	458369	9	Hypomethylated	-41	0.886197563	0.999730047	0.946522663	0.93442199	0.228441644	0.621694263	0.294667045	0.462378389	0.376972088	0.868258544	0.099732941
ENSG00000135636	DYSF	dysferlin	chr2	71560552	71560719	168	*	13	7.82576249	-1.31139841	-14.07536355	8.16E-05	0.036728413	158707	158719	13	Hypomethylated	-42	0.890512075	0.882644933	0.923210181	0.909082759	0.295899156	0.694678469	0.475818558	0.469301322	0.484351997	0.493359385	0.478532775
ENSG00000135736	CCDC102A	coiled-coil domain containing 102A	chr16	57528655	57529147	493	*	20	10.0259746	-1.703862387	-9.544496289	0.000734829	0.048665148	1042223	1042242	20	Hypomethylated	-54	0.850689852	0.989482406	0.94790218	0.933484451	0.434242294	0.86009415	0.756799663	0.746007092	0.677525489	0.852567887	0.67478359
ENSG00000135835	KIAA1614	KIAA1614	chr1	180946027	180946243	217	*	6	3.84068591	-1.763706408	-9.025817812	0.000898124	0.048665148	98920	98925	6	Hypomethylated	-56	0.888682508	0.915910188	0.964658382	0.802810841	0.289505301	0.461889338	0.427984159	0.412845366	0.427671737	0.604678366	0.241210743
ENSG00000136630	HLX	H2.0 like homeobox	chr1	220894741	220894992	252	*	17	4.848822728	-0.982783251	-8.63455269	0.001000184	0.048665148	112206	112222	17	Hypomethylated	-31	0.95519736	0.938278933	0.938626837	0.930527282	0.619147789	0.776179634	0.614714732	0.550617345	0.702349156	0.788579942	0.318968468
ENSG00000136720	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	chr2	128391061	128391179	119	*	6	2.8831716	-1.366341033	-8.727334611	0.001000184	0.048665148	181256	181261	6	Hypomethylated	-43	0.961961752	0.975852366	0.940662813	0.941773645	0.269534714	0.717091488	0.467733161	0.705247506	0.616270417	0.741147893	0.462665451
ENSG00000136802	LRRC8A	leucine rich repeat containing 8 VRAC subunit A	chr9	128916129	128917693	1565	*	22	12.64146902	-1.428850262	-8.854370812	0.000979772	0.048665148	650900	650921	22	Hypomethylated	-45	0.929837163	0.87106748	0.887262623	0.891429995	0.283491709	0.461832871	0.453160802	0.465855994	0.510788438	0.54536876	0.257521662
ENSG00000136826	KLF4	KLF transcription factor 4	chr9	107739221	107739629	409	*	5	3.253810168	-1.704463829	-9.974756633	0.000632769	0.048665148	638038	638042	5	Hypomethylated	-54	0.908885189	0.85011413	0.75612731	0.813156113	0.462189753	0.627462565	0.671642927	0.646102263	0.743485579	0.593875713	0.472647806
ENSG00000136848	DAB2IP	DAB2 interacting protein	chr9	121701029	121701244	216	*	10	5.766221366	-1.473168713	-8.784895519	0.001000184	0.048665148	642715	642724	10	Hypomethylated	-47	0.878208035	0.850076111	0.849835167	0.882416706	0.151797536	0.161868013	0.267466989	0.328981233	0.326701699	0.506187183	0.041892554
ENSG00000136950	ARPC5L	actin related protein 2/3 complex subunit 5 like	chr9	124863215	124863697	483	*	8	4.278729306	-1.686685118	-8.138080917	0.001265539	0.049321012	645307	645314	8	Hypomethylated	-54	0.922455792	0.847418484	0.944751443	0.87838562	0.214213547	0.218281017	0.485239325	0.492892446	0.4298275	0.488869155	0.256760638
ENSG00000138835	RGS3	regulator of G protein signaling 3	chr9	113463642	113463839	198	*	17	10.19164771	-1.600970832	-12.79183982	0.00010206	0.036728413	640279	640295	17	Hypomethylated	-51	0.927011947	0.934091845	0.924884581	0.893289441	0.233695855	0.445601011	0.46358572	0.50920973	0.495753932	0.494360071	0.128270573
ENSG00000140398	NEIL1	nei like DNA glycosylase 1	chr15	75349173	75349536	364	*	11	5.924859289	-1.560300718	-10.24329845	0.00053071	0.048665148	982790	982800	11	Hypomethylated	-50	0.946437696	0.986788116	0.988344604	0.062234318	0.165805545	0.031583001	0.140391037	0.436204	0.572814709	0.721204891	0.406173104
ENSG00000140470	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	chr15	100221896	100222441	546	*	6	3.152593553	-1.8872124	-11.07892269	0.000306179	0.048665148	996876	996881	6	Hypomethylated	-60	0.736658429	0.928951095	0.956596524	0.946055859	0.457777389	0.456396543	0.582734891	0.822116435	0.778817594	0.75949116	0.497497628
ENSG00000140548	ZNF710	zinc finger protein 710	chr15	89999973	90000483	511	*	32	10.20563844	-1.033379776	-10.41302664	0.000489886	0.048665148	991696	991727	32	Hypomethylated	-33	0.751557495	0.679559444	0.703161034	0.710209591	0.109956421	0.347627674	0.238059738	0.363957965	0.208268953	0.535127327	0.23578398
ENSG00000140859	KIFC3	kinesin family member C3	chr16	57759311	57759816	506	*	7	3.916216969	-1.787940744	-8.367165234	0.001122655	0.048939664	1042489	1042495	7	Hypomethylated	-57	0.976515295	0.972839253	0.941900779	0.971238001	0.576230361	0.820187999	0.736555341	0.644109381	0.777822764	0.843618236	0.566805236
ENSG00000140948	ZCCHC14	zinc finger CCHC-type containing 14	chr16	87490453	87491810	1358	*	17	7.318213057	-1.463825969	-12.19547392	0.000183707	0.048665148	1062134	1062150	17	Hypomethylated	-47	0.922306616	0.411072239	0.578733199	0.612933865	0.186627171	0.203004952	0.193168296	0.197516443	0.283273178	0.309890137	0.083311286
