"","ID","Gene.description","Gene.type","ENSGID","SYMBOL","ICUvsNON_LFC","ICUvsNON_P","ICUvsNON_FDR","ICUvsNON_sig0","ICUvsNON_sig1","ICUvsNON_sig2","ICUvsNON_LFC_ABS"
"290","ENSG00000188215","defective in cullin neddylation 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28734]","protein_coding","ENSG00000188215","DCUN1D3",2.47674201749042,8.37309585182046e-06,0.00063314215485457,1,1,1,2.47674201749042
"291","ENSG00000177105","ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]","protein_coding","ENSG00000177105","RHOG",3.2873757612941,8.56537684658062e-06,0.000640431166418904,1,1,1,3.2873757612941
"292","ENSG00000197249","serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]","protein_coding","ENSG00000197249","SERPINA1",4.66590786746582,8.61127458537294e-06,0.000641657919275837,1,1,1,4.66590786746582
"293","ENSG00000103187","coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]","protein_coding","ENSG00000103187","COTL1",3.49616849362647,8.69396779202086e-06,0.000643412759247585,1,1,1,3.49616849362647
"294","ENSG00000267121","FMNL1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55311]","lncRNA","ENSG00000267121","CTD-2020K17.1",2.98114765801331,8.67785180755569e-06,0.000643412759247585,1,1,1,2.98114765801331
"295","ENSG00000198814","glycerol kinase [Source:HGNC Symbol;Acc:HGNC:4289]","protein_coding","ENSG00000198814","GK",2.66436386572061,8.84573087583499e-06,0.000650220987825736,1,1,1,2.66436386572061
"296","ENSG00000202019","Y RNA [Source:RFAM;Acc:RF00019]","misc_RNA","ENSG00000202019","Y_RNA",4.36616320469619,8.83618439882261e-06,0.000650220987825736,1,1,1,4.36616320469619
"297","ENSG00000287189","novel transcript","lncRNA","ENSG00000287189",NA,-2.65724632182495,8.88685024818011e-06,0.000651044066329639,-1,-1,-1,2.65724632182495
"298","ENSG00000188906","leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]","protein_coding","ENSG00000188906","LRRK2",3.38454304180062,9.0024432945334e-06,0.000655100873586815,1,1,1,3.38454304180062
"299","ENSG00000281162","long intergenic non-protein coding RNA 1127 [Source:HGNC Symbol;Acc:HGNC:49292]","lncRNA","ENSG00000281162","LINC01127",3.83167848836113,8.97774029898018e-06,0.000655100873586815,1,1,1,3.83167848836113
"300","ENSG00000274536","MIR223 host gene [Source:HGNC Symbol;Acc:HGNC:54520]","lncRNA","ENSG00000274536","MIR223",4.14178413351329,9.07295450364685e-06,0.000658031146967827,1,1,1,4.14178413351329
"301","ENSG00000105639","Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193]","protein_coding","ENSG00000105639","JAK3",3.70830728494999,9.14816476990722e-06,0.000661281624796151,1,1,1,3.70830728494999
"302","ENSG00000115590","interleukin 1 receptor type 2 [Source:HGNC Symbol;Acc:HGNC:5994]","protein_coding","ENSG00000115590","IL1R2",5.14594623824592,9.20237647408305e-06,0.000662997706367877,1,1,1,5.14594623824592
"303","ENSG00000184014","DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]","protein_coding","ENSG00000184014","DENND5A",3.33543549811062,9.3831892011361e-06,0.0006737935004565,1,1,1,3.33543549811062
"304","ENSG00000062282","diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16940]","protein_coding","ENSG00000062282","DGAT2",4.56761372947705,9.48158006825661e-06,0.000676394161065991,1,1,1,4.56761372947705
"305","ENSG00000267174","novel transcript","lncRNA","ENSG00000267174","CTC-510F12.4",3.4236406022532,9.47836322314226e-06,0.000676394161065991,1,1,1,3.4236406022532
"306","ENSG00000255443","CD44 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40133]","lncRNA","ENSG00000255443","RP1-68D18.4",5.05009867106746,9.51551719537031e-06,0.000676596807636821,1,1,1,5.05009867106746
"307","ENSG00000173281","protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]","protein_coding","ENSG00000173281","PPP1R3B",2.86222138072772,9.62417223856215e-06,0.000682093614223567,1,1,1,2.86222138072772
"308","ENSG00000124731","triggering receptor expressed on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:17760]","protein_coding","ENSG00000124731","TREM1",6.37751395085776,9.71019603931591e-06,0.000684981798764562,1,1,1,6.37751395085776
"309","ENSG00000161638","integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]","protein_coding","ENSG00000161638","ITGA5",5.26078682472536,9.72788748130571e-06,0.000684981798764562,1,1,1,5.26078682472536
"310","ENSG00000100906","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]","protein_coding","ENSG00000100906","NFKBIA",2.96050169362852,9.84519937329541e-06,0.000691005961174714,1,1,1,2.96050169362852
"311","ENSG00000136689","interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]","protein_coding","ENSG00000136689","IL1RN",4.89386397178671,9.8786518311477e-06,0.000691124458334764,1,1,1,4.89386397178671
"312","ENSG00000072401","ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474]","protein_coding","ENSG00000072401","UBE2D1",1.66622911337345,9.93455932282261e-06,0.000692808146621713,1,1,0,1.66622911337345
"313","ENSG00000119508","nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]","protein_coding","ENSG00000119508","NR4A3",3.34551197048503,1.01169595268665e-05,0.000703046386123837,1,1,1,3.34551197048503
"314","ENSG00000125735","TNF superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11930]","protein_coding","ENSG00000125735","TNFSF14",3.77481024854048,1.01783073641423e-05,0.000703046386123837,1,1,1,3.77481024854048
"315","ENSG00000162510","matrilin 1 [Source:HGNC Symbol;Acc:HGNC:6907]","protein_coding","ENSG00000162510","MATN1",5.48037425873593,1.01558341813472e-05,0.000703046386123837,1,1,1,5.48037425873593
"316","ENSG00000273837",NA,NA,"ENSG00000273837","LLNLR-470E3.1",4.03112450983539,1.0220811193656e-05,0.000703748132758125,1,1,1,4.03112450983539
"317","ENSG00000123342","matrix metallopeptidase 19 [Source:HGNC Symbol;Acc:HGNC:7165]","protein_coding","ENSG00000123342","MMP19",5.54989744890782,1.02648390689624e-05,0.000704550058241274,1,1,1,5.54989744890782
"318","ENSG00000072786","serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]","protein_coding","ENSG00000072786","STK10",2.78760274108178,1.03412180796438e-05,0.000705342391777084,1,1,1,2.78760274108178
"319","ENSG00000188056","triggering receptor expressed on myeloid cells like 4 [Source:HGNC Symbol;Acc:HGNC:30807]","protein_coding","ENSG00000188056","TREML4",5.80588144464625,1.03290480153407e-05,0.000705342391777084,1,1,1,5.80588144464625
"320","ENSG00000136630","H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]","protein_coding","ENSG00000136630","HLX",4.01956048822782,1.0623635040206e-05,0.000722340785015008,1,1,1,4.01956048822782
"321","ENSG00000114547","rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:HGNC:31927]","protein_coding","ENSG00000114547","ROPN1B",-2.29665171603115,1.0710847421248e-05,0.000723768495746777,-1,-1,-1,2.29665171603115
"322","ENSG00000163806","speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613]","protein_coding","ENSG00000163806","SPDYA",2.30807891569842,1.07111616706711e-05,0.000723768495746777,1,1,1,2.30807891569842
"323","ENSG00000170775","G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]","protein_coding","ENSG00000170775","GPR37",3.17054585238356,1.07703199531777e-05,0.000725512760189601,1,1,1,3.17054585238356
"324","ENSG00000147065","moesin [Source:HGNC Symbol;Acc:HGNC:7373]","protein_coding","ENSG00000147065","MSN",2.86022959084258,1.08930110684254e-05,0.000731512761811111,1,1,1,2.86022959084258
"325","ENSG00000257335","maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]","protein_coding","ENSG00000257335","MGAM",4.20910921542429,1.1079793678711e-05,0.000741766618035059,1,1,1,4.20910921542429
"326","ENSG00000101307","signal regulatory protein beta 1 [Source:HGNC Symbol;Acc:HGNC:15928]","protein_coding","ENSG00000101307","SIRPB1",5.4872860445508,1.12461747032948e-05,0.00075059591777389,1,1,1,5.4872860445508
"327","ENSG00000225231","long intergenic non-protein coding RNA 2470 [Source:HGNC Symbol;Acc:HGNC:53409]","lncRNA","ENSG00000225231","AC091814.2",6.72979313799831,1.14249460542457e-05,0.000760195646019201,1,1,1,6.72979313799831
"328","ENSG00000137462","toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]","protein_coding","ENSG00000137462","TLR2",3.53114729105666,1.15768065405309e-05,0.000767951697283147,1,1,1,3.53114729105666
"329","ENSG00000057704","transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199]","protein_coding","ENSG00000057704","TMCC3",4.10900033419896,1.17635100296828e-05,0.000777964897342972,1,1,1,4.10900033419896
"330","ENSG00000009790","TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]","protein_coding","ENSG00000009790","TRAF3IP3",3.32419568767297,1.19390428766689e-05,0.000787180893668369,1,1,1,3.32419568767297
"331","ENSG00000115271","grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]","protein_coding","ENSG00000115271","GCA",2.74031633262517,1.20336639124607e-05,0.000788639937973855,1,1,1,2.74031633262517
"332","ENSG00000167604","NFKB inhibitor delta [Source:HGNC Symbol;Acc:HGNC:15671]","protein_coding","ENSG00000167604","NFKBID",3.44862380724797,1.20167081069612e-05,0.000788639937973855,1,1,1,3.44862380724797
"333","ENSG00000110934","bridging integrator 2 [Source:HGNC Symbol;Acc:HGNC:1053]","protein_coding","ENSG00000110934","BIN2",3.5202273827767,1.21578834334722e-05,0.000794388071307769,1,1,1,3.5202273827767
"334","ENSG00000163162","ring finger protein 149 [Source:HGNC Symbol;Acc:HGNC:23137]","protein_coding","ENSG00000163162","RNF149",2.11973435268474,1.22156950453529e-05,0.000795775726936492,1,1,1,2.11973435268474
"335","ENSG00000197860","small glutamine rich tetratricopeptide repeat co-chaperone beta [Source:HGNC Symbol;Acc:HGNC:23567]","protein_coding","ENSG00000197860","SGTB",2.80400115581126,1.23180641973544e-05,0.000800049077032946,1,1,1,2.80400115581126
"336","ENSG00000065618","collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]","protein_coding","ENSG00000065618","COL17A1",3.87377790392356,1.26275312431073e-05,0.000815281379191479,1,1,1,3.87377790392356
"337","ENSG00000103569","aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]","protein_coding","ENSG00000103569","AQP9",6.08270236532216,1.26201197529603e-05,0.000815281379191479,1,1,1,6.08270236532216
"338","ENSG00000057657","PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]","protein_coding","ENSG00000057657","PRDM1",2.54134062428998,1.3012997108852e-05,0.000835211773139827,1,1,1,2.54134062428998
"339","ENSG00000167208","sorting nexin 20 [Source:HGNC Symbol;Acc:HGNC:30390]","protein_coding","ENSG00000167208","SNX20",3.15791740911986,1.29990462836462e-05,0.000835211773139827,1,1,1,3.15791740911986
"340","ENSG00000105205","Charcot-Leyden crystal galectin [Source:HGNC Symbol;Acc:HGNC:2014]","protein_coding","ENSG00000105205","CLC",5.18661672108255,1.31404602004473e-05,0.000838446137951122,1,1,1,5.18661672108255
"341","ENSG00000164047","cathelicidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:1472]","protein_coding","ENSG00000164047","CAMP",3.61185847289445,1.31186750288349e-05,0.000838446137951122,1,1,1,3.61185847289445
"342","ENSG00000218565","DnaJ (Hsp40) homolog, subfamily C, member 7 (DNAJC7) pseudogene","processed_pseudogene","ENSG00000218565","RP11-12A2.1",5.04121370975019,1.32191078438995e-05,0.000840998094934401,1,1,1,5.04121370975019
"343","ENSG00000188897","novel lipoprotein amino terminal region containing protein","protein_coding","ENSG00000188897","CTD-3088G3.8",3.26452401663372,1.34314385904621e-05,0.000852015279449779,1,1,1,3.26452401663372
"344","ENSG00000270972","novel transcript","lncRNA","ENSG00000270972","RP11-326C3.15",5.046058092726,1.347506510722e-05,0.000852297868031662,1,1,1,5.046058092726
"345","ENSG00000136250","acyloxyacyl hydrolase [Source:HGNC Symbol;Acc:HGNC:548]","protein_coding","ENSG00000136250","AOAH",2.68956632042985,1.35959583230805e-05,0.000856541256456631,1,1,1,2.68956632042985
"346","ENSG00000150337","Fc gamma receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613]","protein_coding","ENSG00000150337","FCGR1A",2.92073772777691,1.36208877072339e-05,0.000856541256456631,1,1,1,2.92073772777691
"347","ENSG00000244482","leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495]","protein_coding","ENSG00000244482","LILRA6",6.65709860570212,1.37296905799476e-05,0.000860895122877523,1,1,1,6.65709860570212
"348","ENSG00000257743","maltase-glucoamylase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:28101]","protein_coding","ENSG00000257743","MGAM2",5.46840800236565,1.3938359683098e-05,0.000871467902255304,1,1,1,5.46840800236565
"349","ENSG00000145685","LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]","protein_coding","ENSG00000145685","LHFPL2",2.40129721323758,1.41327589826884e-05,0.000873581164617424,1,1,1,2.40129721323758
"350","ENSG00000160410","SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19214]","protein_coding","ENSG00000160410","SHKBP1",3.04004199484895,1.41069631817745e-05,0.000873581164617424,1,1,1,3.04004199484895
"351","ENSG00000184106","triggering receptor expressed on myeloid cells like 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:30806]","transcribed_unprocessed_pseudogene","ENSG00000184106","TREML3P",6.76770164878172,1.40913832144668e-05,0.000873581164617424,1,1,1,6.76770164878172
"352","ENSG00000204103","MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]","protein_coding","ENSG00000204103","MAFB",2.61428612320735,1.4070469231664e-05,0.000873581164617424,1,1,1,2.61428612320735
"353","ENSG00000133678","transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]","protein_coding","ENSG00000133678","TMEM254",-1.62992665066853,1.43686068233478e-05,0.000885643476664029,-1,-1,0,1.62992665066853
"354","ENSG00000278607","novel transcript","lncRNA","ENSG00000278607","RP11-405M12.3",3.78565221498622,1.4475327505318e-05,0.000889701061753419,1,1,1,3.78565221498622
"355","ENSG00000115935","WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]","protein_coding","ENSG00000115935","WIPF1",2.74650594530222,1.45910384029219e-05,0.000894286798790914,1,1,1,2.74650594530222
"356","ENSG00000172939","oxidative stress responsive kinase 1 [Source:HGNC Symbol;Acc:HGNC:8508]","protein_coding","ENSG00000172939","OXSR1",2.08439903308083,1.48222181818989e-05,0.000905903997757743,1,1,1,2.08439903308083
"357","ENSG00000147251","dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483]","protein_coding","ENSG00000147251","DOCK11",2.66898641047417,1.48652066774599e-05,0.000905986461871632,1,1,1,2.66898641047417
"358","ENSG00000159167","stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]","protein_coding","ENSG00000159167","STC1",5.21461375732596,1.50606334949532e-05,0.000910765667590752,1,1,1,5.21461375732596
"359","ENSG00000258831",NA,NA,"ENSG00000258831","RP11-76E17.4",5.27495827106083,1.50691993902321e-05,0.000910765667590752,1,1,1,5.27495827106083
"360","ENSG00000286256","novel transcript, antisense to ACSL1","lncRNA","ENSG00000286256",NA,4.86616454300094,1.50572256338561e-05,0.000910765667590752,1,1,1,4.86616454300094
"361","ENSG00000237772","long intergenic non-protein coding RNA 2631 [Source:HGNC Symbol;Acc:HGNC:54112]","lncRNA","ENSG00000237772","AC092620.3",3.52331868270486,1.51837847851351e-05,0.000915149000983294,1,1,1,3.52331868270486
"362","ENSG00000185201","interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]","protein_coding","ENSG00000185201","IFITM2",4.41721678240992,1.56239890263518e-05,0.000939079428826967,1,1,1,4.41721678240992
"363","ENSG00000141480","arrestin beta 2 [Source:HGNC Symbol;Acc:HGNC:712]","protein_coding","ENSG00000141480","ARRB2",3.06451620921314,1.57115200281309e-05,0.000941738988352815,1,1,1,3.06451620921314
"364","ENSG00000102265","TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]","protein_coding","ENSG00000102265","TIMP1",2.88242979323153,1.57771967805855e-05,0.000942318142879378,1,1,1,2.88242979323153
"365","ENSG00000255197","SLC39A13 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56351]","lncRNA","ENSG00000255197","RP11-750H9.5",4.55931006921552,1.58078004481558e-05,0.000942318142879378,1,1,1,4.55931006921552
"366","ENSG00000278195","somatostatin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11332]","protein_coding","ENSG00000278195","SSTR3",6.30296940083909,1.58836103889808e-05,0.000944250259135096,1,1,1,6.30296940083909
"367","ENSG00000180549","fucosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4018]","protein_coding","ENSG00000180549","FUT7",5.0828006585764,1.59762745469901e-05,0.000947171067012018,1,1,1,5.0828006585764
"368","ENSG00000143384","MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]","protein_coding","ENSG00000143384","MCL1",1.97680549704842,1.61763823807519e-05,0.000956428608261958,1,1,0,1.97680549704842
"369","ENSG00000182831","HUWE1 associated protein modifying stress responses [Source:HGNC Symbol;Acc:HGNC:30103]","protein_coding","ENSG00000182831","C16orf72",1.38968848485166,1.6361794563269e-05,0.000964769447446088,1,1,0,1.38968848485166
"370","ENSG00000261596","novel transcript, sense intronic to METTL9","lncRNA","ENSG00000261596","CTB-31N19.3",3.54893853735419,1.64067896499924e-05,0.00096480791676901,1,1,1,3.54893853735419
"371","ENSG00000175040","carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]","protein_coding","ENSG00000175040","CHST2",2.75928645633946,1.64839123648986e-05,0.000966730364516076,1,1,1,2.75928645633946
"372","ENSG00000101188","neurotensin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8039]","protein_coding","ENSG00000101188","NTSR1",6.56118168058676,1.68620091974416e-05,0.000979570752134123,1,1,1,6.56118168058676
"373","ENSG00000116741","regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]","protein_coding","ENSG00000116741","RGS2",4.45205943183333,1.68685660654181e-05,0.000979570752134123,1,1,1,4.45205943183333
"374","ENSG00000203999","long intergenic non-protein coding RNA 1270 [Source:HGNC Symbol;Acc:HGNC:27658]","lncRNA","ENSG00000203999","LINC01270",2.88953771290172,1.68829410814549e-05,0.000979570752134123,1,1,1,2.88953771290172
"375","ENSG00000213654","G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945]","protein_coding","ENSG00000213654","GPSM3",3.14777249570682,1.67964348975813e-05,0.000979570752134123,1,1,1,3.14777249570682
"376","ENSG00000111817","dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]","protein_coding","ENSG00000111817","DSE",1.89360266344228,1.72206064721522e-05,0.000996505201119915,1,1,0,1.89360266344228
"377","ENSG00000125753","vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]","protein_coding","ENSG00000125753","VASP",2.83557229800178,1.7378790762527e-05,0.00100299132469778,1,1,1,2.83557229800178
"378","ENSG00000110047","EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]","protein_coding","ENSG00000110047","EHD1",3.61448995498915,1.75734925925296e-05,0.00100470534637017,1,1,1,3.61448995498915
"379","ENSG00000124772","copine 5 [Source:HGNC Symbol;Acc:HGNC:2318]","protein_coding","ENSG00000124772","CPNE5",3.5632392207681,1.75931950072173e-05,0.00100470534637017,1,1,1,3.5632392207681
"380","ENSG00000143110","chromosome 1 open reading frame 162 [Source:HGNC Symbol;Acc:HGNC:28344]","protein_coding","ENSG00000143110","C1orf162",2.85476839520833,1.74804694768438e-05,0.00100470534637017,1,1,1,2.85476839520833
"381","ENSG00000143622","Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]","protein_coding","ENSG00000143622","RIT1",1.97470407275881,1.75188479196684e-05,0.00100470534637017,1,1,0,1.97470407275881
"382","ENSG00000126259","kirre like nephrin family adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:18816]","protein_coding","ENSG00000126259","KIRREL2",5.14241798184423,1.79473471485917e-05,0.0010169228626538,1,1,1,5.14241798184423
"383","ENSG00000167995","bestrophin 1 [Source:HGNC Symbol;Acc:HGNC:12703]","protein_coding","ENSG00000167995","BEST1",4.27202841006445,1.78566410149906e-05,0.0010169228626538,1,1,1,4.27202841006445
"384","ENSG00000272914","novel transcript, sense intronic to ZNF438","lncRNA","ENSG00000272914","RP11-330O11.3",3.49710717175133,1.79169999069855e-05,0.0010169228626538,1,1,1,3.49710717175133
"385","ENSG00000134802","solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]","protein_coding","ENSG00000134802","SLC43A3",2.24175571817763,1.82614813481162e-05,0.00102986651447846,1,1,1,2.24175571817763
"386","ENSG00000165030","nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]","protein_coding","ENSG00000165030","NFIL3",2.61668885458353,1.82704510795425e-05,0.00102986651447846,1,1,1,2.61668885458353
"387","ENSG00000287216","novel transcript, antisense to KIAA0922","lncRNA","ENSG00000287216",NA,5.57050780629291,1.83632856905535e-05,0.00103242472882445,1,1,1,5.57050780629291
"388","ENSG00000173727","FAU pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:56253]","transcribed_unprocessed_pseudogene","ENSG00000173727","CMB9-22P13.1",2.54811536603195,1.85443331033247e-05,0.00103991649397459,1,1,1,2.54811536603195
"389","ENSG00000164088","protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]","protein_coding","ENSG00000164088","PPM1M",1.82113196522417,1.86646162074484e-05,0.00104397100113538,1,1,0,1.82113196522417
"390","ENSG00000134531","epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]","protein_coding","ENSG00000134531","EMP1",4.54769867888791,1.88562109944844e-05,0.00105198317645639,1,1,1,4.54769867888791
"391","ENSG00000101350","kinesin family member 3B [Source:HGNC Symbol;Acc:HGNC:6320]","protein_coding","ENSG00000101350","KIF3B",-1.31829194159177,1.91221406117423e-05,0.0010613763658936,-1,-1,0,1.31829194159177
"392","ENSG00000196923","PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]","protein_coding","ENSG00000196923","PDLIM7",3.34719468124237,1.91033920449958e-05,0.0010613763658936,1,1,1,3.34719468124237
"393","ENSG00000286076","novel transcript","lncRNA","ENSG00000286076",NA,5.57145721212984,1.92780229784982e-05,0.00106730591339991,1,1,1,5.57145721212984
"394","ENSG00000229808","proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki) pseudogene","transcribed_processed_pseudogene","ENSG00000229808","RP11-456P18.2",3.77577970151008,1.95399042528321e-05,0.00107905897648,1,1,1,3.77577970151008
"395","ENSG00000090339","intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]","protein_coding","ENSG00000090339","ICAM1",4.51958749007275,1.97120653869712e-05,0.00108187992974398,1,1,1,4.51958749007275
"396","ENSG00000152213","ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046]","protein_coding","ENSG00000152213","ARL11",2.56650861008185,1.97105670360193e-05,0.00108187992974398,1,1,1,2.56650861008185
"397","ENSG00000173638","solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]","protein_coding","ENSG00000173638","SLC19A1",3.64003994898042,1.97401568208641e-05,0.00108187992974398,1,1,1,3.64003994898042
"398","ENSG00000283994","novel transcript, sense intronic to ARHGAP15","lncRNA","ENSG00000283994",NA,4.33329974738206,2.00426946192202e-05,0.0010957008782035,1,1,1,4.33329974738206
"399","ENSG00000146278","proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]","protein_coding","ENSG00000146278","PNRC1",2.26622378657008,2.04033908246361e-05,0.00110892533541401,1,1,1,2.26622378657008
"400","ENSG00000163464","C-X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]","protein_coding","ENSG00000163464","CXCR1",6.43034667781593,2.03797317548687e-05,0.00110892533541401,1,1,1,6.43034667781593
"401","ENSG00000177663","interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]","protein_coding","ENSG00000177663","IL17RA",2.42088647531403,2.04374969896597e-05,0.00110892533541401,1,1,1,2.42088647531403
"402","ENSG00000270210","novel transcript","lncRNA","ENSG00000270210","RP11-373D23.3",3.76255821569364,2.0554045594577e-05,0.00110971445172905,1,1,1,3.76255821569364
"403","ENSG00000273812","long intergenic non-protein coding RNA 2970 [Source:HGNC Symbol;Acc:HGNC:56010]","lncRNA","ENSG00000273812","WI2-87327B8.2",3.05868028293407,2.05233374784185e-05,0.00110971445172905,1,1,1,3.05868028293407
"404","ENSG00000084110","histidine ammonia-lyase [Source:HGNC Symbol;Acc:HGNC:4806]","protein_coding","ENSG00000084110","HAL",3.46629035999876,2.06719233927175e-05,0.00111331611182858,1,1,1,3.46629035999876
"405","ENSG00000182162","P2Y receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15524]","protein_coding","ENSG00000182162","P2RY8",3.52321683360984,2.07305962226583e-05,0.00111371929040148,1,1,1,3.52321683360984
"406","ENSG00000109046","WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221]","protein_coding","ENSG00000109046","WSB1",1.38789317690487,2.09588494936178e-05,0.00112079746947253,1,1,0,1.38789317690487
"407","ENSG00000228705","long intergenic non-protein coding RNA 659 [Source:HGNC Symbol;Acc:HGNC:44316]","lncRNA","ENSG00000228705","LINC00659",5.04933342262476,2.09653722803254e-05,0.00112079746947253,1,1,1,5.04933342262476
"408","ENSG00000185947","zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]","protein_coding","ENSG00000185947","ZNF267",2.59886090294239,2.10810643517213e-05,0.00112422009354106,1,1,1,2.59886090294239
"409","ENSG00000116885","organic solute carrier partner 1 [Source:HGNC Symbol;Acc:HGNC:29971]","protein_coding","ENSG00000116885","OSCP1",-2.05195043974662,2.12256586586047e-05,0.00112916352345702,-1,-1,-1,2.05195043974662
"410","ENSG00000116127","ALMS1 centrosome and basal body associated protein [Source:HGNC Symbol;Acc:HGNC:428]","protein_coding","ENSG00000116127","ALMS1",-1.61254167053253,2.13323656121556e-05,0.00113207222192508,-1,-1,0,1.61254167053253
"411","ENSG00000112137","phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]","protein_coding","ENSG00000112137","PHACTR1",4.47059060889882,2.15094545610038e-05,0.00113592891344253,1,1,1,4.47059060889882
"412","ENSG00000274213","novel transcript","lncRNA","ENSG00000274213","RP11-670E13.6",2.81801027232168,2.14827841024991e-05,0.00113592891344253,1,1,1,2.81801027232168
"413","ENSG00000257698","GIHCG inhibitor of miR-200b/200a/429 expression [Source:HGNC Symbol;Acc:HGNC:52649]","lncRNA","ENSG00000257698","RP11-620J15.3",-2.30457219203936,2.16629119781013e-05,0.00114126304798917,-1,-1,-1,2.30457219203936
